polarity,text,Unnamed: 2
neg,sleeping stressed week coming,
neg,dragoneer yea working tp hack server player thing folk,
neg,ha hurt ankle going dr,
neg,raymondroman oh manage send something trash empty without noticing feel ya,
neg,lost free copy radioactive ca nt put ipod grr ca nt go buy nother coz came paper,
neg,make shit,
neg,photoshop hate crash,
neg,vacation make feel sick,
neg,nt gone,
neg,listening murd th wonder chillen missing crazy sex life,
neg,louie shooting careful luisa,
neg,hillary sure everyone ha ruined gift whitney ha serious cell easter well,
neg,beso hollywood tired,
neg,nt want wake early tomorrow damn work,
neg,finished watching movie prayer bobby broke heart,
neg,syekr myki really horrible,
neg,stephenkruiser put dog today someone ran,
neg,nevadawolf sorry hear dnf run tonight always risk get bad coords ftf,
neg,honey get disgruntled people wrote esn hit one day made bill pull top,
neg,moony ohh omg lmao cry right lol kutnerrrr wa best,
neg,came back running took shower doe lower stomach still hurt exercising,
neg,watching fallon mom working project school hard,
neg,min till home time counting craving visit mac store closed time get,
neg,stephenkruiser sorry hear take care,
neg,paulcoles hmmm greed good motivates individual betternot much take away others,
neg,gabbyisactive brat rub nt want mocha,
neg,kutnerrrr think still show ugh kutnerkal penn bright star ho,
neg,redvinylgirl mom ha wish best luck,
neg,hate homework head hurt bad,
neg,got ebay blue item want jumped bidder hour still ha hour go better get hope,
neg,gigdiary know wa little depressed ate much last night leftover today,
neg,well pc living room suffered fatal partion lost itunes library gone doc pic,
neg,sad day manu season,
neg,stephenkruiser poor spunky sad rotti made go path know feel,
neg,im sooo sad right need hug,
neg,want step brother home im worried dont even know hope know much care,
neg,heidimontag got done watching hill loved excited next episode im sad last season,
neg,ryanmwilson aww stink hug,
neg,tired feel like crap world feel crummy make happy usb disco mouse,
neg,dont want believe im reading buu sad,
neg,wondering gamebattles,
neg,white trash v u outnumbered http twitpiccomyjp,
neg,emitstop true nt use,
neg,spring break last one celebrate,
neg,morning bah car wo nt start waiting anwb,
neg,katebornstein pretty anti memorial tattoo strictest official ban disapproving family,
neg,balamurugan longterm member team leaving month miss working hope doe well next venture,
neg,justgelo sad knowing found body crazy world live child deserves ya know,
neg,wan na rock maxi dress coachella lacking funding,
neg,course baby screaming crib night first day back work let cry boooo,
neg,home missing baby busy week ahead fri chill day guy kid egg hunt sat spiral dmb sat night easter,
neg,followsavvy never found everytime click twitter thing myspace go dude page,
neg,stephenkruiser horrible sorryto hear,
neg,davidhenrie cant find say dtmafiaofficial doesnt exist jus dtmafia found n u dun seem b followin wht,
neg,thought would support,
neg,augh eff sarth stole mil nail polish pretty,
neg,wish wa spring fling tour dawn amp neecee sigh gknight,
neg,hoyts distribution nz website nt working great ha like need,
neg,crummyasshole nt like first movie cillian murphy hot,
neg,wish good old cartoon come back ie captain planet wally daria sadness,
neg,feeling v good abt,
neg,got text sarah,
neg,another day centre point time early start guessing train rammed commuter,
neg,four game fall modern warfare halo odst brutal legend bioshock need cash,
neg,dcastillo ugh disconcerting,
neg,devinthedude actually whole site ha finally taken damn russian,
neg,tweet arent going,
neg,finished delicious breakfast last paris miss milk europe ha tastiest milk world nt drink u,
neg,ilearn great considering final week,
neg,carmonium stressed outttt,
neg,also shouldve bern asleep hour ago,
neg,trying figure twitter thing none friend yet soo much see,
neg,repinging kyle custom icon made look cool edge could le square might look bad diff background,
neg,want back la,
neg,enterbelladonna dunno use forum get frustrated miss talking,
neg,lilbucknuts option,
neg,georgeruiz unfortunately one moment wa nt giant squid monster,
neg,thestarrage want one branch midv open,
neg,dananner aw sorry hear,
neg,change plan ordered mac instead time hit book,
neg,polhillian yup,
neg,nkdreamer see donnie tweet stats almost reply jrk,
neg,timgrainger nah nt received stimulus yet,
neg,ikimb seen ur tweet plz write bak u get havnt got one reply bak,
neg,mccainblogette awwwww trying go sleep hour ago,
neg,stephenkruiser sorry hear always sad lose close u loved,
neg,cant sleep im still feelin like piece shit,
neg,stephenkruiser oh sympathy hard decision always hope old border collie go sleep hug,
neg,josephheustess well wa really cool part wont spoil,
neg,limbecky time warp without sad,
neg,theresawhite true lol still slap face warm end march,
neg,hate converting movie put em itouch,
neg,gross pimple,
neg,torturedlady yea manaaaaaaaaaaaaaaaaaaaam marwan accent lol,
neg,one le follower tonight,
neg,unholyknight mom last night brb figure whether burned,
neg,feel like quot twitterer quot tweetdeck,
neg,wyldceltic ha karate tournament week,
neg,going sleep ca nt nt finish statistic homework,
neg,north carolina baby aint nothin stopping nba draft,
neg,ca nt sleep,
neg,reaaly miss john mayer twitter fuck rude people remove nt like tweet bitchfucks,
neg,going late one mqu today,
neg,im tired work need life,
neg,leavin work foot hurt,
neg,playradioplay wa sad unexpected totally cried haha,
neg,superneej morning bah car wo nt start waiting anwb,
neg,still homework,
neg,little sad,
neg,deepbluesealove mom amp dad get around early,
neg,asleep two hour ago,
neg,stephenkruiser sorry hear dog,
neg,funny little thing make homesick criminal breakn n brownstone lawnord ci made misty,
neg,djsoulsister yeah great vid quot single sold year ago,
neg,im val mac iitsc clubroom still sweating,
neg,stephenkruiser awww sad sorry,
neg,updatingffe give nothing good twenty minute,
neg,hot compress rily workng pulled muscle gng bed good night,
neg,invite quot healthy dining quot session ashok hotel today exec chef rchopra damn workload skip,
neg,stephenkruiser sorry hear dog wishing happier day come,
neg,hellivina miss em,
neg,misstoriblack cool tweet apps razr,
neg,bed got ta wake hella early tomorrow morning,
neg,still procrastinating hate organizing clothes much,
neg,playing new mobbler v add great new feature wo nt play music e like v,
neg,latroneb oh one bestie missing,
neg,esuriospiritus time come back flawda double date seriously sorry hear,
neg,way late working client fb,
neg,blegghhhh go work,
neg,back work john muir dr http looptuskoqabg,
neg,dachesterfrench emailed yesterday u never responded,
neg,going long year fan,
neg,got done watching new house episodedefinitely one saddest episode ever,
neg,man tax suck horrified something wrong turbotax decided keep around lot stuff turned,
neg,sleep time tomorrow gon na suck,
neg,wtf kutner oh pissed house mean really wtf,
neg,amberpacific know dont know said,
neg,cash rule everything around,
neg,picked oat market eat breakfast boy adamgoldston time work usc late night,
neg,feel sick much icecream,
neg,faithgg computer doe nt shockwave blah account yet,
neg,rubyrose awww wish could go sydney,
neg,luxuryprgal hahaha suriously feel like everyone know show joke except lc,
neg,ca nt spell today totally suck,
neg,vaccinated chickenpox vaccinate yr old confused damn thing,
neg,school least last day,
neg,yawwwn got ta get early tomorrow ready weekend,
neg,miss home calving season sad black one died morning wish bottle calf,
neg,stephenkruiser sorry loss brother dog sam sick wcushings disease,
neg,back work get spend next hour alone dispatch room,
neg,new kind starburst favereds sound fab bc cherry strawberry fav red added watermellon yucky,
neg,well much productive day angel,
neg,andreabakes oh gee insomnia suck tried melatonin,
neg,vivekg good hear support netbeans netbeans know,
neg,heidimontag wish would get time rest world unfornately cairo wait mtva play,
neg,heartbroken little sandra prayer family,
neg,hadtobeyou word finish tomorrow maybe,
neg,shortiethug come ur background cover screen mine corner,
neg,wrote exactly three line dialogue tonight gave,
neg,ashman complaint facebook changed much confusing,
neg,sliced finger,
neg,going thru town traffic bypass stink,
neg,ugh ca nt sleep wish good cuddle make,
neg,hate software update downloads update without telling never know downloading,
neg,went ihop great diet least kung foo pancake time rachel,
neg,internet hating night spose,
neg,contactabe jealous missed opening day year,
neg,cruel wait review come far look like star trek best film year,
neg,debating shower sleep little later tomorrow,
neg,stress always culminates physical pain,
neg,need sleep cant,
neg,little pinky finger hurt much,
neg,sarahsaturday sorry gift card ran suck,
neg,home spring break one home tho,
neg,accessed oneindiamobi google phone android doe nt support indic language,
neg,doe school take life much nt get sleep anymore still school work well,
neg,mtsiaklides aw wish could ca nt really speak yia yia doe nt speak english,
neg,winggato free comp lol,
neg,getting ready clean house top bottom,
neg,cry friend moving away tomorrow,
neg,swiftkaratechop stop nomnoms nt share night people,
neg,think getting cold caught daddy oh trip would ruined,
neg,moony yeah bcoz kal penn visiting lecturer somewhere n cant show anymore im gon na miss,
neg,procrastination start early quarter nt want reaaaaad write paper,
neg,apparently degress pm washington state miss winter already,
neg,bored homee,
neg,massage wa great spilled coke desk lame watching simpson finished hill dvd,
neg,nickcarter wait fanclub chat even tough favorite,
neg,ha mild left inner ear infection got irritating quot blocked quot feeling since sunday,
neg,janebodehouse hey nope cuteness hoytfortenberry away awhile,
neg,tuesday,
neg,haha even yo nt know thang twitter haha,
neg,someone alarm clock phone woke still got headache yesterday night,
neg,kalichosich awww poor puppy ok,
neg,might break eat buffalo wing tomorrow,
neg,sittin wkayla really really reallly dislike brother doe nt know stop waiting day one,
neg,fed bokkie many birthday treatssicko,
neg,kinda bummed agency told nt look going lady please help create look,
neg,work laptop officially dead happy,
neg,goodness freezing,
neg,heidimontag put listen mom,
neg,stucked paris ca nt even travel france work,
neg,joannafbeckett nt think one close last time checked closest one wa mile away,
neg,aaaaand back literature review least friendly cup coffee keep company,
neg,worried wo nt get even though paid buttload tax last year,
neg,okay still school,
neg,phoneless sleep,
neg,reeked alcohol dentist morning wa drunk put tshirt realised huge stain dentist looked disgusted,
neg,really cold,
neg,cant sleep want dream,
neg,ca nt sleep hate night try go bed early stay awake hour poo,
neg,rootbeersoup yeah bad people like certain burritoeating man exist,
